Analyzer,AllFunctions,DeadFunctions,PredictedDeadFunctions,TrueDeadFunctions(TP),AliveFunctions,PredictedAliveFunctions,TrueAliveFunctions,Accuracy,Precision,Recall,Fscore
dynamic closure_compiler tajs,170,45,65,45,125,105,105,0.8824,0.6923,0.8400,0.7590
dynamic closure_compiler tajs acg,170,45,37,29,125,133,117,0.8588,0.7838,0.9360,0.8532
dynamic closure_compiler acg,170,45,37,29,125,133,117,0.8588,0.7838,0.9360,0.8532
dynamic wala,170,45,65,45,125,105,105,0.8824,0.6923,0.8400,0.7590
dynamic wala npm_cg,170,45,65,45,125,105,105,0.8824,0.6923,0.8400,0.7590
dynamic wala npm_cg tajs,170,45,65,45,125,105,105,0.8824,0.6923,0.8400,0.7590
dynamic wala npm_cg tajs acg,170,45,37,29,125,133,117,0.8588,0.7838,0.9360,0.8532
dynamic wala npm_cg acg,170,45,37,29,125,133,117,0.8588,0.7838,0.9360,0.8532
dynamic wala tajs,170,45,65,45,125,105,105,0.8824,0.6923,0.8400,0.7590
dynamic wala tajs acg,170,45,37,29,125,133,117,0.8588,0.7838,0.9360,0.8532
dynamic wala acg,170,45,37,29,125,133,117,0.8588,0.7838,0.9360,0.8532
dynamic npm_cg,170,45,65,45,125,105,105,0.8824,0.6923,0.8400,0.7590
dynamic npm_cg tajs,170,45,65,45,125,105,105,0.8824,0.6923,0.8400,0.7590
dynamic npm_cg tajs acg,170,45,37,29,125,133,117,0.8588,0.7838,0.9360,0.8532
dynamic npm_cg acg,170,45,37,29,125,133,117,0.8588,0.7838,0.9360,0.8532
dynamic tajs,170,45,65,45,125,105,105,0.8824,0.6923,0.8400,0.7590
dynamic tajs acg,170,45,37,29,125,133,117,0.8588,0.7838,0.9360,0.8532
dynamic acg,170,45,37,29,125,133,117,0.8588,0.7838,0.9360,0.8532
closure_compiler,170,45,170,45,125,0,0,0.2647,0.2647,0.0000,0.0000
closure_compiler wala,170,45,170,45,125,0,0,0.2647,0.2647,0.0000,0.0000
closure_compiler wala npm_cg,170,45,170,45,125,0,0,0.2647,0.2647,0.0000,0.0000
closure_compiler wala npm_cg tajs,170,45,170,45,125,0,0,0.2647,0.2647,0.0000,0.0000
closure_compiler wala npm_cg tajs acg,170,45,70,29,125,100,84,0.6647,0.4143,0.6720,0.5126
